stage,candidate,experiment_count,encoding_drift_rate,start_drift_rate,recall_drift_rate,shared_support,item_support,learning_rate,primacy_scale,primacy_decay,choice_sensitivity,emotion_scale,lpp_main_scale,lpp_inter_scale,source_encoding_drift_rate,source_learning_rate,mixed_negative_delta,mixed_neutral_delta,pure_negative_delta,pure_neutral_delta,mixed_cross_category_margin,pure_cross_category_margin,mixed_negative_recalled,mixed_negative_forgotten,mixed_neutral_recalled,mixed_neutral_forgotten,pure_negative_recalled,pure_negative_forgotten,pure_neutral_recalled,pure_neutral_forgotten,score
search,0,3,0.7526938319206238,0.9999171495437622,0.14938905835151672,7.5664544105529785,61.35744857788086,0.26261141896247864,0.7354971766471863,0.8523863554000854,1.7813348770141602,1.7822833061218262,0.006866815034300089,0.1155889481306076,0.09063605219125748,3.5453085899353027,0.386497114356117,0.025512309708191405,0.3513914637610708,-0.008145375777722175,0.18434818814459603,-0.15276735247799045,0.9573790974375841,0.5708819830814671,0.38653379493687107,0.36102148522867966,0.7029902215703929,0.35159875780932215,0.4962207345095904,0.5043661102873126,15.508903910019725
search,1,3,0.2098221248549535,0.4654280842886092,0.08858653195582292,23.08965213899006,1.5656850563745306,0.20552316125571252,0.062347133729695706,0.07846937446124082,4.337191867129804,1.574074016963772,0.046187109334490335,0.09585328152432945,0.6683891331404253,0.9742439604418404,0.08157122429264219,0.03463875933390992,0.03589128456568641,0.023640541286256755,0.34054635470046807,-0.026052556833938534,0.8139353145502115,0.7323640902575693,0.39181773555710125,0.35717897622319134,0.52510257838539,0.4892112938197036,0.5152638506536421,0.49162330936738535,3.071777282720487
search,2,3,0.6815850080365672,0.1821436746780276,0.02228824289040397,11.822280702089158,0.3549338917058878,0.04535721499123494,0.12471766689420846,0.5541245208761562,0.22945424927326,6.4600263942948555,0.19253775865293615,0.006518734903180353,0.7677243711463627,0.1802385313804173,0.013250786320943564,0.035072238503121966,-0.02482545378887535,0.019100880556690847,0.37057517552258157,-0.01759218050191469,0.7762129064649343,0.7629621201439908,0.3923869446214092,0.35731470611828725,0.492863877204639,0.5176893309935143,0.5104560577065537,0.4913551771498628,4.202865963170099
search,3,3,0.9056748635791876,0.7334093329793048,0.7665797615168694,3.085251367539705,0.18116966007145144,0.8221444907096915,0.1360363332489918,0.43432407045336147,2.474017923797368,1.2794689849623995,0.1277988498740656,0.1400339571971252,0.5843363814085853,0.2573459486850117,0.1171567680216149,0.07285948515958524,0.12940955333607768,0.04306503304427395,0.30645835206010624,-0.06733443259604671,0.8379640031213823,0.7208072350997674,0.41434888303966116,0.34148939788007593,0.5798296859291824,0.4504201325931047,0.5177545651891514,0.47468953214487747,3.257153400097658
search,4,3,0.9610508733723134,0.9010808845567161,0.7389562356624385,44.26114152423513,12.759962861029843,0.6511671158815721,1.6627668620341454,14.967979744591801,2.7645636973555288,4.487550028252095,0.11708032966984926,0.025454498664210134,0.45791431172058217,0.16225300267128143,0.012467757161510606,0.01763278554732861,0.006090629502738754,-0.0007591661353791301,0.3792720965943054,0.005083741280127729,0.7743002445878167,0.761832487426306,0.38256039083200066,0.36492760528467205,0.5103530989175564,0.5042624694148177,0.4984195619993108,0.49917872813468994,4.115324174041011
search,5,3,0.7835962010350519,0.8584348394225049,0.18195800507200705,1.242013264731024,5.320362169564737,0.2649679999158963,0.7426393191384236,0.1334663288195606,5.215735701195496,1.103828318341472,0.12156126939390571,0.08959248787597797,0.4417468612166429,7.561717144007786,1.7693930968770906,1.1916901838083407,1.7110565325343294,1.3634361716379462,-1.3254069543327205,-1.4685293428452784,1.5396531643836122,-0.22973993249347827,1.0956670218392421,-0.0960231619690986,1.4615280074067414,-0.24952852512758814,1.2190008177176903,-0.14443535392025583,186.34722897624388
search,6,3,0.935332387552848,0.10400913686964611,0.9643979096987249,0.43066642702046865,0.47290364696592735,0.9776896855818089,0.24760165302317508,19.728159407193235,12.854709744250084,2.2721656527748286,0.13038414506903315,0.21296406675280075,0.8839952779550703,0.70187209050981,2.476210888842807,1.3385901597426517,2.2088584772458204,1.5630298165702505,-2.6466743847551313,-1.7866194395740564,1.1817392686528987,-1.2944716201899082,1.352202764565223,0.01361260482257134,1.7383118632592653,-0.4705466139865549,1.3160728255875016,-0.24695699098274895,382.87805834653307
search,7,3,0.1723675336881472,0.7659534405677207,0.36052548922553096,82.0479852390453,0.9760735407854085,0.49768903231470674,2.937402157710692,0.9835212476355348,0.7569630854148999,4.9836223797083585,0.09263472178336188,0.09178265359711604,0.8082491654694756,3.9628368248428294,0.055751429184486945,0.040277131609496086,0.05392053095917948,0.02733079844007369,0.34853370796496935,-0.0338735602011806,0.7993197774416522,0.7435683482571652,0.39503464029219587,0.3547575086826998,0.536972708019771,0.48305217706059156,0.5169257372617722,0.48959493882169847,3.1333351145353388
search,8,3,0.1281729415098563,0.1846088966215744,0.1431363279299514,2.365302070508686,0.10204815086526028,0.7072812241963649,0.13470123591700758,1.7357017033595807,1.4159984400446493,8.128084732023622,0.043167425081398585,0.09951607619092073,0.6302716938022194,5.476633274365397,0.8443628620405338,0.044711368477070024,0.547049257144528,0.12021334797732142,-0.33702027795248124,-0.29959927513999374,0.9114640672740183,0.0671012052334845,0.40412148318596575,0.3594101147088957,0.8079588666411215,0.2609096094965935,0.5605088846365872,0.4402955366592658,21.46426844452485
search,9,3,0.7729000653728486,0.6719999285835212,0.16763788929467116,56.89174048839288,62.04016771607022,0.9543535179310315,7.072975306863681,1.6287530516427982,17.887883658922966,5.501844190610215,0.1260164284626266,0.046672909397771495,0.6461095118180703,2.043943050841616,0.7606664235752664,0.1729359869158974,0.693090947639001,0.11019615662333215,-0.221566843163026,-0.3497715269362456,1.03120452224424,0.2705380986689737,0.4921049418319997,0.3191689549161023,0.8992691731178447,0.20617822547884365,0.5559497524150893,0.4457535957917571,38.928351462653595
search,10,3,0.9460629354314493,0.6362076095387273,0.6148312179139462,27.52012932669144,0.17597599585577275,0.11217566231084548,14.816132906703174,0.3064613983948485,18.114160719899015,1.6411582832144558,0.07668452851490401,0.13718440727305017,0.20203359974471102,0.37545206719205293,0.27832595023669693,0.04013119251344743,0.28354589697463733,0.005939530625351186,0.2354527868722615,-0.1121347295120359,0.9157157526596597,0.6373898024229627,0.4019370155507012,0.3618058230372538,0.675242186376923,0.3916962894022857,0.5038310189143216,0.4978914882889704,10.155863588517521
search,11,3,0.44932878570677093,0.12062062710728659,0.07168609712780359,0.1110393140290393,68.75936341639043,0.681762867443576,2.1440431197926997,2.9419968056865438,0.47314950044823484,6.844921779535503,0.10474569346918476,0.10326894309822857,0.38019995315212435,0.28349243112241096,0.06780552910640836,0.043903685211645116,0.061960920201320435,-0.056964787847583076,0.3427720968121369,-0.03489456338023672,0.8077333196997643,0.7399277905933559,0.397155693781219,0.3532520085695739,0.5436692790765512,0.4817083588752307,0.45963813440788437,0.5166029222554674,6.869702551825092
search,12,3,0.9519068548768527,0.5369152031685109,0.04668162571314016,3.2500072557712736,3.581528153886732,0.6266098290450556,0.36428660004451346,0.1420878602320824,0.8579148606193129,7.352420400139627,0.1486475774633889,0.06603958028021961,0.3335671123525394,4.898617658702367,0.6665166425825046,0.2504053787499862,0.5475233669735884,0.23951394360904632,-0.24469236995240568,-0.3644495875525631,0.9629224392793778,0.2964057966968731,0.5410981666492788,0.2906927878992926,0.8073216113506964,0.259798244377108,0.6242478319296711,0.38473388832062483,16.15056225367194
search,13,3,0.5746659494390035,0.3082159686289742,0.1575291627504651,31.663723548323556,14.725917537755226,0.8791609115969212,0.05219182306728631,8.591773336586792,8.041363193447408,2.787006521478354,0.13956521243386147,0.1474598116012759,0.4055880831240826,0.13445915399345376,0.03920864774600452,0.029350650411001156,0.03651575832382631,-0.057567213331104095,0.360880581269923,-0.029083644775183604,0.7883856137724299,0.7491769660264254,0.38829638475650236,0.3589457343455012,0.5314317103475332,0.4949159520237069,0.4664323834677864,0.5239995967988905,6.417457591665055
